1519891200000,03/01/2018,77,32.71967,-117.162895,4e083cc62dcfb7cf82a068836d02b504,0,0
1519891200000,03/01/2018,110,32.72,-117.16197,8c99c24cb992add20bb550da8c49f8e1,1,0
1519891200000,03/01/2018,99,32.71978,-117.16342,257a232d15aebdc49b7ab7d734cce398,0,0
1519891200000,03/01/2018,88,32.71548,-117.161026,fbc0c37b8307f1c2d4412354d5e0c5ca,17,0
1519977600000,03/02/2018,16,32.71548,-117.161026,fbc0c37b8307f1c2d4412354d5e0c5ca,17,0
1519891200000,03/01/2018,74,32.72007,-117.16289,2159f2ef3155f0e114fc106d08d39115,2,0
1519977600000,03/02/2018,1,32.72007,-117.16289,2159f2ef3155f0e114fc106d08d39115,2,0
1519891200000,03/01/2018,115,32.71803,-117.16196,43a44fdf9ec2631c12d529b5d9486051,0,1
1519891200000,03/01/2018,29,32.71794,-117.162056,07c91510cc45f849766b1d3bbab46e90,0,0
1519891200000,03/01/2018,99,32.719868,-117.16177,06c474fb976e2f394b69309d41d19f7f,0,0
1519891200000,03/01/2018,57,32.71991,-117.16179,18846153640866397ed2b45207cb3226,0,0
1519891200000,03/01/2018,77,32.71967,-117.162895,4e083cc62dcfb7cf82a068836d02b504,0,0
1519891200000,03/01/2018,110,32.72,-117.16197,8c99c24cb992add20bb550da8c49f8e1,1,0
1519891200000,03/01/2018,99,32.71978,-117.16342,257a232d15aebdc49b7ab7d734cce398,0,0
1519891200000,03/01/2018,88,32.71548,-117.161026,fbc0c37b8307f1c2d4412354d5e0c5ca,17,0
1519977600000,03/02/2018,16,32.71548,-117.161026,fbc0c37b8307f1c2d4412354d5e0c5ca,17,0
1519891200000,03/01/2018,74,32.72007,-117.16289,2159f2ef3155f0e114fc106d08d39115,2,0
1519977600000,03/02/2018,1,32.72007,-117.16289,2159f2ef3155f0e114fc106d08d39115,2,0
1519891200000,03/01/2018,115,32.71803,-117.16196,43a44fdf9ec2631c12d529b5d9486051,0,1
1519891200000,03/01/2018,29,32.71794,-117.162056,07c91510cc45f849766b1d3bbab46e90,0,0
1519891200000,03/01/2018,99,32.719868,-117.16177,06c474fb976e2f394b69309d41d19f7f,0,0
1519891200000,03/01/2018,57,32.71991,-117.16179,18846153640866397ed2b45207cb3226,0,0
1519891200000,03/01/2018,77,32.71967,-117.162895,4e083cc62dcfb7cf82a068836d02b504,0,0
1519891200000,03/01/2018,110,32.72,-117.16197,8c99c24cb992add20bb550da8c49f8e1,1,0
